"","fluregion","year","week","date","cases","h1","h3","h5","h1n1","a_total","b_total","processed_samples","inf_a_prop","inf_b_prop","pop","cases_by_100k"
"184","Central America and Caribbean","2011",27,2011-07-10,24,0,5,0,9,15,9,464,0.0323275862068966,0.0193965517241379,64546955826.5714,3.71822337593807e-05
"185","Central America and Caribbean","2011",28,2011-07-17,28,0,6,0,15,23,5,423,0.0543735224586288,0.0118203309692671,64546955826.5714,4.33792727192775e-05
"186","Central America and Caribbean","2011",29,2011-07-24,34,0,19,0,9,28,6,511,0.0547945205479452,0.0117416829745597,64546955826.5714,5.26748311591227e-05
"187","Central America and Caribbean","2011",30,2011-07-31,25,0,13,0,3,17,8,388,0.0438144329896907,0.0206185567010309,64546955826.5714,3.87314934993549e-05
"188","Central America and Caribbean","2011",31,2011-08-07,45,0,29,0,5,35,10,492,0.0711382113821138,0.0203252032520325,64546955826.5714,6.97166882988388e-05
"189","Central America and Caribbean","2011",32,2011-08-14,37,0,24,0,2,26,11,471,0.0552016985138004,0.0233545647558386,64546955826.5714,5.73226103790453e-05
"190","Central America and Caribbean","2011",33,2011-08-21,50,0,38,0,5,43,7,520,0.0826923076923077,0.0134615384615385,64546955826.5714,7.74629869987098e-05
"191","Central America and Caribbean","2011",34,2011-08-28,43,0,35,0,5,40,3,507,0.0788954635108481,0.00591715976331361,64546955826.5714,6.66181688188904e-05
"192","Central America and Caribbean","2011",35,2011-09-04,51,0,40,0,8,48,3,620,0.0774193548387097,0.00483870967741936,64546955826.5714,7.9012246738684e-05
"193","Central America and Caribbean","2011",36,2011-09-11,61,0,53,0,2,55,6,569,0.0966608084358524,0.0105448154657293,64546955826.5714,9.4504844138426e-05
"194","Central America and Caribbean","2011",37,2011-09-18,100,0,79,0,13,92,8,558,0.164874551971326,0.014336917562724,64546955826.5714,0.00015492597399742
"195","Central America and Caribbean","2011",38,2011-09-25,78,0,55,0,14,72,6,625,0.1152,0.0096,64546955826.5714,0.000120842259717987
"196","Central America and Caribbean","2011",39,2011-10-02,39,0,30,0,4,34,5,636,0.0534591194968553,0.00786163522012579,64546955826.5714,6.04211298589937e-05
"197","Central America and Caribbean","2011",40,2011-10-09,71,0,35,0,23,60,11,921,0.0651465798045603,0.011943539630836,64546955826.5714,0.000109997441538168
"198","Central America and Caribbean","2011",41,2011-10-16,160,0,39,0,113,152,8,1043,0.145733461169703,0.00767018216682646,64546955826.5714,0.000247881558395871
"199","Central America and Caribbean","2011",42,2011-10-23,269,0,50,0,219,269,0,1170,0.22991452991453,0,64546955826.5714,0.000416750870053059
"200","Central America and Caribbean","2011",43,2011-10-30,198,0,51,0,146,197,1,1001,0.196803196803197,0.000999000999000999,64546955826.5714,0.000306753428514891
"201","Central America and Caribbean","2011",44,2011-11-06,128,0,24,0,100,124,4,800,0.155,0.005,64546955826.5714,0.000198305246716697
"202","Central America and Caribbean","2011",45,2011-11-13,115,0,25,0,82,107,8,816,0.131127450980392,0.00980392156862745,64546955826.5714,0.000178164870097033
"203","Central America and Caribbean","2011",46,2011-11-20,67,0,17,0,42,60,7,724,0.0828729281767956,0.00966850828729282,64546955826.5714,0.000103800402578271
"204","Central America and Caribbean","2011",47,2011-11-27,41,0,18,0,20,40,1,600,0.0666666666666667,0.00166666666666667,64546955826.5714,6.35196493389421e-05
"205","Central America and Caribbean","2011",48,2011-12-04,38,0,20,0,14,35,3,631,0.0554675118858954,0.00475435816164818,64546955826.5714,5.88718701190195e-05
"206","Central America and Caribbean","2011",49,2011-12-11,53,0,17,0,32,50,3,586,0.0853242320819113,0.00511945392491468,64546955826.5714,8.21107662186324e-05
"207","Central America and Caribbean","2011",50,2011-12-18,102,0,29,0,65,97,5,598,0.162207357859532,0.00836120401337793,64546955826.5714,0.000158024493477368
"208","Central America and Caribbean","2011",51,2011-12-25,92,0,8,0,78,87,5,535,0.162616822429907,0.00934579439252336,64546955826.5714,0.000142531896077626
"209","Central America and Caribbean","2011",52,2012-01-01,198,0,50,0,120,179,19,597,0.299832495812395,0.0318257956448911,64546955826.5714,0.000306753428514891
"210","Central America and Caribbean","2012",1,2012-01-08,314,0,39,0,252,307,7,1056,0.290719696969697,0.00662878787878788,64546955826.5714,0.000486467558351898
"211","Central America and Caribbean","2012",2,2012-01-15,561,0,27,0,509,555,6,1404,0.395299145299145,0.00427350427350427,64546955826.5714,0.000869134714125524
"212","Central America and Caribbean","2012",3,2012-01-22,740,0,44,0,657,731,9,1993,0.366783743100853,0.00451580531861515,64546955826.5714,0.00114645220758091
"213","Central America and Caribbean","2012",4,2012-01-29,922,0,45,0,847,914,8,2605,0.350863723608445,0.00307101727447217,64546955826.5714,0.00142841748025621
"214","Central America and Caribbean","2012",5,2012-02-05,825,0,43,0,744,805,20,2338,0.344311377245509,0.00855431993156544,64546955826.5714,0.00127813928547871
"215","Central America and Caribbean","2012",6,2012-02-12,712,0,24,0,655,696,16,2370,0.293670886075949,0.00675105485232068,64546955826.5714,0.00110307293486163
"216","Central America and Caribbean","2012",7,2012-02-19,392,0,21,0,355,382,10,1698,0.224970553592462,0.00588928150765607,64546955826.5714,0.000607309818069885
"217","Central America and Caribbean","2012",8,2012-02-26,287,0,12,0,253,278,9,1504,0.184840425531915,0.00598404255319149,64546955826.5714,0.000444637545372594
"218","Central America and Caribbean","2012",9,2012-03-04,197,0,18,0,155,180,17,1253,0.14365522745411,0.0135674381484437,64546955826.5714,0.000305204168774917
"219","Central America and Caribbean","2012",10,2012-03-11,146,0,12,0,121,135,11,1161,0.116279069767442,0.00947459086993971,64546955826.5714,0.000226191922036233
"220","Central America and Caribbean","2012",11,2012-03-18,146,0,12,0,115,131,15,903,0.145071982281285,0.0166112956810631,64546955826.5714,0.000226191922036233
"221","Central America and Caribbean","2012",12,2012-03-25,110,0,10,0,82,97,13,829,0.117008443908323,0.0156815440289505,64546955826.5714,0.000170418571397162
"222","Central America and Caribbean","2012",13,2012-04-01,78,0,11,0,59,71,7,653,0.108728943338438,0.0107197549770291,64546955826.5714,0.000120842259717987
"223","Central America and Caribbean","2012",14,2012-04-08,18,0,1,0,12,13,5,527,0.0246679316888046,0.0094876660341556,64546955826.5714,2.78866753195355e-05
"224","Central America and Caribbean","2012",15,2012-04-15,40,0,9,0,27,36,4,686,0.0524781341107872,0.00583090379008746,64546955826.5714,6.19703895989679e-05
"225","Central America and Caribbean","2012",16,2012-04-22,38,0,17,0,15,32,6,537,0.0595903165735568,0.0111731843575419,64546955826.5714,5.88718701190195e-05
"226","Central America and Caribbean","2012",17,2012-04-29,27,0,6,0,14,20,7,523,0.0382409177820268,0.0133843212237094,64546955826.5714,4.18300129793033e-05
"227","Central America and Caribbean","2012",18,2012-05-06,50,0,8,0,26,34,16,586,0.0580204778156997,0.0273037542662116,64546955826.5714,7.74629869987098e-05
"228","Central America and Caribbean","2012",19,2012-05-13,46,0,18,0,13,31,15,557,0.0556552962298025,0.0269299820466786,64546955826.5714,7.1265948038813e-05
"229","Central America and Caribbean","2012",20,2012-05-20,37,0,8,0,20,28,9,508,0.0551181102362205,0.0177165354330709,64546955826.5714,5.73226103790453e-05
"230","Central America and Caribbean","2012",21,2012-05-27,35,0,2,0,18,22,13,565,0.0389380530973451,0.0230088495575221,64546955826.5714,5.42240908990969e-05
"231","Central America and Caribbean","2012",22,2012-06-03,94,0,17,0,54,73,21,584,0.125,0.035958904109589,64546955826.5714,0.000145630415557574
"232","Central America and Caribbean","2012",23,2012-06-10,74,0,11,0,39,51,23,579,0.0880829015544041,0.0397236614853195,64546955826.5714,0.000114645220758091
"233","Central America and Caribbean","2012",24,2012-06-17,80,0,4,0,36,40,40,601,0.0665557404326123,0.0665557404326123,64546955826.5714,0.000123940779197936
"234","Central America and Caribbean","2012",25,2012-06-24,56,0,5,0,21,26,30,564,0.0460992907801418,0.0531914893617021,64546955826.5714,8.6758545438555e-05
"235","Central America and Caribbean","2012",26,2012-07-01,82,0,5,0,31,36,46,652,0.0552147239263804,0.0705521472392638,64546955826.5714,0.000127039298677884
"236","Central America and Caribbean","2012",27,2012-07-08,84,0,9,0,33,44,40,621,0.07085346215781,0.0644122383252818,64546955826.5714,0.000130137818157833
"237","Central America and Caribbean","2012",28,2012-07-15,78,0,5,0,15,20,58,566,0.0353356890459364,0.102473498233216,64546955826.5714,0.000120842259717987
"238","Central America and Caribbean","2012",29,2012-07-22,81,0,6,0,9,17,64,630,0.026984126984127,0.101587301587302,64546955826.5714,0.00012549003893791
"239","Central America and Caribbean","2012",30,2012-07-29,65,0,3,0,7,14,51,585,0.0239316239316239,0.0871794871794872,64546955826.5714,0.000100701883098323
"240","Central America and Caribbean","2012",31,2012-08-05,72,0,2,0,14,17,55,524,0.0324427480916031,0.104961832061069,64546955826.5714,0.000111546701278142
"241","Central America and Caribbean","2012",32,2012-08-12,56,0,5,0,9,19,37,521,0.036468330134357,0.0710172744721689,64546955826.5714,8.6758545438555e-05
"242","Central America and Caribbean","2012",33,2012-08-19,53,0,14,0,8,22,31,536,0.041044776119403,0.0578358208955224,64546955826.5714,8.21107662186324e-05
"243","Central America and Caribbean","2012",34,2012-08-26,53,0,7,0,8,16,37,621,0.0257648953301127,0.0595813204508857,64546955826.5714,8.21107662186324e-05
"244","Central America and Caribbean","2012",35,2012-09-02,72,0,9,0,9,19,53,622,0.0305466237942122,0.0852090032154341,64546955826.5714,0.000111546701278142
"245","Central America and Caribbean","2012",36,2012-09-09,79,0,15,0,3,18,61,572,0.0314685314685315,0.106643356643357,64546955826.5714,0.000122391519457962
"246","Central America and Caribbean","2012",37,2012-09-16,72,0,7,0,2,9,63,645,0.013953488372093,0.0976744186046512,64546955826.5714,0.000111546701278142
"247","Central America and Caribbean","2012",38,2012-09-23,85,0,16,0,10,26,59,642,0.0404984423676012,0.0919003115264797,64546955826.5714,0.000131687077897807
"248","Central America and Caribbean","2012",39,2012-09-30,64,0,15,0,4,19,45,661,0.0287443267776097,0.0680786686838124,64546955826.5714,9.91526233583486e-05
"249","Central America and Caribbean","2012",40,2012-10-07,131,0,32,0,6,41,90,791,0.0518331226295828,0.11378002528445,64546955826.5714,0.00020295302593662
"250","Central America and Caribbean","2012",41,2012-10-14,140,0,27,0,9,53,87,863,0.0614136732329085,0.100811123986095,64546955826.5714,0.000216896363596387
"251","Central America and Caribbean","2012",42,2012-10-21,129,1,22,0,2,36,93,838,0.0429594272076372,0.110978520286396,64546955826.5714,0.000199854506456671
"252","Central America and Caribbean","2012",43,2012-10-28,164,0,35,0,3,49,115,868,0.0564516129032258,0.132488479262673,64546955826.5714,0.000254078597355768
"253","Central America and Caribbean","2012",44,2012-11-04,141,0,30,0,3,56,85,739,0.0757780784844384,0.115020297699594,64546955826.5714,0.000218445623336362
"254","Central America and Caribbean","2012",45,2012-11-11,174,0,44,0,6,63,111,889,0.0708661417322835,0.124859392575928,64546955826.5714,0.00026957119475551
"255","Central America and Caribbean","2012",46,2012-11-18,140,0,38,0,8,54,86,719,0.0751043115438109,0.119610570236439,64546955826.5714,0.000216896363596387
"256","Central America and Caribbean","2012",47,2012-11-25,125,0,42,0,8,57,68,637,0.0894819466248038,0.106750392464678,64546955826.5714,0.000193657467496775
"257","Central America and Caribbean","2012",48,2012-12-02,102,0,23,0,8,39,63,647,0.0602782071097372,0.0973724884080371,64546955826.5714,0.000158024493477368
"258","Central America and Caribbean","2012",49,2012-12-09,151,0,41,0,3,52,99,816,0.0637254901960784,0.121323529411765,64546955826.5714,0.000233938220736104
"259","Central America and Caribbean","2012",50,2012-12-16,124,0,42,0,0,47,77,532,0.0883458646616541,0.144736842105263,64546955826.5714,0.0001921082077568
"260","Central America and Caribbean","2012",51,2012-12-23,75,0,23,0,2,29,46,460,0.0630434782608696,0.1,64546955826.5714,0.000116194480498065
"261","Central America and Caribbean","2012",52,2012-12-30,92,0,26,0,1,33,59,405,0.0814814814814815,0.145679012345679,64546955826.5714,0.000142531896077626
"262","Central America and Caribbean","2013",1,2013-01-06,89,0,31,0,4,43,46,569,0.0755711775043937,0.0808435852372583,64546955826.5714,0.000137884116857703
"263","Central America and Caribbean","2013",2,2013-01-13,149,0,76,0,15,104,45,843,0.123368920521945,0.0533807829181495,64546955826.5714,0.000230839701256155
"264","Central America and Caribbean","2013",3,2013-01-20,221,0,110,0,24,167,54,1005,0.166169154228856,0.0537313432835821,64546955826.5714,0.000342386402534297
"265","Central America and Caribbean","2013",4,2013-01-27,253,0,161,0,7,200,53,1015,0.197044334975369,0.0522167487684729,64546955826.5714,0.000391962714213472
"266","Central America and Caribbean","2013",5,2013-02-03,225,0,136,0,15,173,52,927,0.186623516720604,0.0560949298813377,64546955826.5714,0.000348583441494194
"267","Central America and Caribbean","2013",6,2013-02-10,189,0,133,0,15,150,39,958,0.156576200417537,0.0407098121085595,64546955826.5714,0.000292810090855123
"268","Central America and Caribbean","2013",7,2013-02-17,174,0,122,0,17,143,31,1029,0.138969873663751,0.0301263362487852,64546955826.5714,0.00026957119475551
"269","Central America and Caribbean","2013",8,2013-02-24,172,0,109,0,30,141,31,894,0.157718120805369,0.034675615212528,64546955826.5714,0.000266472675275562
"270","Central America and Caribbean","2013",9,2013-03-03,161,0,110,0,21,139,22,923,0.150595882990249,0.0238353196099675,64546955826.5714,0.000249430818135846
"271","Central America and Caribbean","2013",10,2013-03-10,179,0,134,0,9,145,34,978,0.148261758691207,0.0347648261758691,64546955826.5714,0.000277317493455381
"272","Central America and Caribbean","2013",11,2013-03-17,145,0,91,0,20,115,30,866,0.132794457274827,0.0346420323325635,64546955826.5714,0.000224642662296258
"273","Central America and Caribbean","2013",12,2013-03-24,71,0,43,0,14,61,10,687,0.0887918486171761,0.0145560407569141,64546955826.5714,0.000109997441538168
"274","Central America and Caribbean","2013",13,2013-03-31,43,0,26,0,13,39,4,470,0.0829787234042553,0.00851063829787234,64546955826.5714,6.66181688188904e-05
"275","Central America and Caribbean","2013",14,2013-04-07,59,0,25,0,26,52,7,736,0.0706521739130435,0.00951086956521739,64546955826.5714,9.14063246584776e-05
"276","Central America and Caribbean","2013",15,2013-04-14,73,0,25,0,38,64,9,788,0.0812182741116751,0.0114213197969543,64546955826.5714,0.000113095961018116
"277","Central America and Caribbean","2013",16,2013-04-21,67,0,18,0,37,60,7,660,0.0909090909090909,0.0106060606060606,64546955826.5714,0.000103800402578271
"278","Central America and Caribbean","2013",17,2013-04-28,52,0,14,0,27,46,6,569,0.0808435852372583,0.0105448154657293,64546955826.5714,8.05615064786582e-05
"279","Central America and Caribbean","2013",18,2013-05-05,73,0,16,0,39,60,13,633,0.0947867298578199,0.0205371248025276,64546955826.5714,0.000113095961018116
"280","Central America and Caribbean","2013",19,2013-05-12,68,0,22,0,30,58,10,648,0.0895061728395062,0.0154320987654321,64546955826.5714,0.000105349662318245
"281","Central America and Caribbean","2013",20,2013-05-19,60,0,21,0,34,55,5,621,0.0885668276972625,0.00805152979066022,64546955826.5714,9.29555843984518e-05
"282","Central America and Caribbean","2013",21,2013-05-26,70,0,15,0,48,64,6,697,0.0918220946915352,0.00860832137733142,64546955826.5714,0.000108448181798194
"283","Central America and Caribbean","2013",22,2013-06-02,118,0,29,0,82,114,4,705,0.161702127659574,0.00567375886524823,64546955826.5714,0.000182812649316955
"284","Central America and Caribbean","2013",23,2013-06-09,148,0,48,0,96,147,1,788,0.186548223350254,0.00126903553299492,64546955826.5714,0.000229290441516181
"285","Central America and Caribbean","2013",24,2013-06-16,149,0,66,0,75,145,4,718,0.201949860724234,0.00557103064066852,64546955826.5714,0.000230839701256155
"286","Central America and Caribbean","2013",25,2013-06-23,172,0,62,0,107,172,0,828,0.207729468599034,0,64546955826.5714,0.000266472675275562
"287","Central America and Caribbean","2013",26,2013-06-30,196,0,93,0,93,188,8,870,0.216091954022989,0.00919540229885057,64546955826.5714,0.000303654909034942
"288","Central America and Caribbean","2013",27,2013-07-07,284,0,144,0,138,283,1,1067,0.26522961574508,0.000937207122774133,64546955826.5714,0.000439989766152672
"289","Central America and Caribbean","2013",28,2013-07-14,336,0,186,0,145,333,3,1163,0.286328460877042,0.00257953568357696,64546955826.5714,0.00052055127263133
"290","Central America and Caribbean","2013",29,2013-07-21,217,0,114,0,96,210,7,1019,0.206084396467125,0.00686947988223749,64546955826.5714,0.000336189363574401
