"","fluregion","year","week","date","cases","h1","h3","h5","h1n1","a_total","b_total","processed_samples","inf_a_prop","inf_b_prop","pop","cases_by_100k","theta","sin_f1","cos_f1","week_2","week_3","week_4","week_5","year1","week1","date1","cases1","h11","h31","h51","h1n11","a_total1","b_total1","processed_samples1","inf_a_prop1","inf_b_prop1","pop1","cases_by_100k1","theta1","sin_f11","cos_f11","week_21","week_31","week_41","week_51","y0","y0_ul"
"22","Eastern Asia","2008",22,2008-06-01,50,5,22,0,0,30,20,75,0.4,0.266666666666667,555473623824.571,9.00132748981631e-06,0.846153846153846,0.74873645788284,0.662867797254519,484,10648,234256,5153632,"2008",22,2008-06-01,50,5,22,0,0,30,20,75,0.4,0.266666666666667,555473623824.571,9.00132748981631e-06,0.846153846153846,0.74873645788284,0.662867797254519,484,10648,234256,5153632,5.29053663549384e-05,0.000458672152736882
"23","Eastern Asia","2008",23,2008-06-08,36,5,13,0,0,22,14,50,0.44,0.28,555473623824.571,6.48095579266774e-06,0.884615384615385,0.773671357008667,0.633587114250572,529,12167,279841,6436343,"2008",23,2008-06-08,36,5,13,0,0,22,14,50,0.44,0.28,555473623824.571,6.48095579266774e-06,0.884615384615385,0.773671357008667,0.633587114250572,529,12167,279841,6436343,5.92690422518416e-05,0.000464958243464443
"24","Eastern Asia","2008",24,2008-06-15,35,4,23,0,0,27,8,65,0.415384615384615,0.123076923076923,555473623824.571,6.30092924287142e-06,0.923076923076923,0.797461912956944,0.603369287736002,576,13824,331776,7962624,"2008",24,2008-06-15,35,4,23,0,0,27,8,65,0.415384615384615,0.123076923076923,555473623824.571,6.30092924287142e-06,0.923076923076923,0.797461912956944,0.603369287736002,576,13824,331776,7962624,6.92713807866063e-05,0.000474847267618365
"25","Eastern Asia","2008",25,2008-06-22,44,12,17,0,0,29,15,70,0.414285714285714,0.214285714285714,555473623824.571,7.92116819103835e-06,0.961538461538462,0.820072936935761,0.572259013127408,625,15625,390625,9765625,"2008",25,2008-06-22,44,12,17,0,0,29,15,70,0.414285714285714,0.214285714285714,555473623824.571,7.92116819103835e-06,0.961538461538462,0.820072936935761,0.572259013127408,625,15625,390625,9765625,8.22403962086327e-05,0.000487704196097081
"26","Eastern Asia","2008",26,2008-06-29,70,22,32,0,0,56,14,58,0.96551724137931,0.241379310344828,555473623824.571,1.26018584857428e-05,1,0.841470984807897,0.54030230586814,676,17576,456976,11881376,"2008",26,2008-06-29,70,22,32,0,0,56,14,58,0.96551724137931,0.241379310344828,555473623824.571,1.26018584857428e-05,1,0.841470984807897,0.54030230586814,676,17576,456976,11881376,9.74293764302026e-05,0.000502819102193935
"27","Eastern Asia","2008",27,2008-07-06,78,25,35,0,0,62,16,28,2.21428571428571,0.571428571428571,555473623824.571,1.40420708841134e-05,1.03846153846154,0.861624406558297,0.507546433366507,729,19683,531441,14348907,"2008",27,2008-07-06,78,25,35,0,0,62,16,28,2.21428571428571,0.571428571428571,555473623824.571,1.40420708841134e-05,1.03846153846154,0.861624406558297,0.507546433366507,729,19683,531441,14348907,0.000114047493231517,0.000519425413079102
"28","Eastern Asia","2008",28,2008-07-13,81,31,30,0,0,63,18,29,2.17241379310345,0.620689655172414,555473623824.571,1.45821505335024e-05,1.07692307692308,0.880503393107856,0.474039845082196,784,21952,614656,17210368,"2008",28,2008-07-13,81,31,30,0,0,63,18,29,2.17241379310345,0.620689655172414,555473623824.571,1.45821505335024e-05,1.07692307692308,0.880503393107856,0.474039845082196,784,21952,614656,17210368,0.000131291221997731,0.000536723385744212
"29","Eastern Asia","2008",29,2008-07-20,153,67,70,0,0,138,15,7,19.7142857142857,2.14285714285714,555473623824.571,2.75440621188379e-05,1.11538461538462,0.898080020404246,0.439832100864306,841,24389,707281,20511149,"2008",29,2008-07-20,153,67,70,0,0,138,15,7,19.7142857142857,2.14285714285714,555473623824.571,2.75440621188379e-05,1.11538461538462,0.898080020404246,0.439832100864306,841,24389,707281,20511149,0.000148375830835157,0.000553910393700963
"30","Eastern Asia","2008",30,2008-07-27,235,117,93,0,0,211,24,5,42.2,4.8,555473623824.571,4.23062392021367e-05,1.15384615384615,0.914328290724598,0.404973797647001,900,27000,810000,24300000,"2008",30,2008-07-27,235,117,93,0,0,211,24,5,42.2,4.8,555473623824.571,4.23062392021367e-05,1.15384615384615,0.914328290724598,0.404973797647001,900,27000,810000,24300000,0.000164566198824989,0.000570217626705113
"31","Eastern Asia","2008",31,2008-08-03,303,164,112,0,0,277,26,4,69.25,6.5,555473623824.571,5.45480445882869e-05,1.19230769230769,0.929224171128932,0.369516494611201,961,29791,923521,28629151,"2008",31,2008-08-03,303,164,112,0,0,277,26,4,69.25,6.5,555473623824.571,5.45480445882869e-05,1.19230769230769,0.929224171128932,0.369516494611201,961,29791,923521,28629151,0.000179206224162121,0.000584950734687301
"32","Eastern Asia","2008",32,2008-08-10,356,154,174,0,0,330,26,6,55,4.33333333333333,555473623824.571,6.40894517274921e-05,1.23076923076923,0.942745629007457,0.333512636923003,1024,32768,1048576,33554432,"2008",32,2008-08-10,356,154,174,0,0,330,26,6,55,4.33333333333333,555473623824.571,6.40894517274921e-05,1.23076923076923,0.942745629007457,0.333512636923003,1024,32768,1048576,33554432,0.000191746085001832,0.000597530330293098
"33","Eastern Asia","2008",33,2008-08-17,225,98,105,0,0,210,15,5,42,3,555473623824.571,4.05059737041734e-05,1.26923076923077,0.954872664669176,0.29701547816164,1089,35937,1185921,39135393,"2008",33,2008-08-17,225,98,105,0,0,210,15,5,42,3,555473623824.571,4.05059737041734e-05,1.26923076923077,0.954872664669176,0.29701547816164,1089,35937,1185921,39135393,0.000201766619036814,0.000607527514330607
"34","Eastern Asia","2008",34,2008-08-24,169,64,89,0,0,156,13,15,10.4,0.866666666666667,555473623824.571,3.04244869155791e-05,1.30769230769231,0.965587340923579,0.260079001551707,1156,39304,1336336,45435424,"2008",34,2008-08-24,169,64,89,0,0,156,13,15,10.4,0.866666666666667,555473623824.571,3.04244869155791e-05,1.30769230769231,0.965587340923579,0.260079001551707,1156,39304,1336336,45435424,0.000209000092062039,0.000614689905287368
"35","Eastern Asia","2008",35,2008-08-31,179,66,102,0,0,172,7,6,28.6666666666667,1.16666666666667,555473623824.571,3.22247524135424e-05,1.34615384615385,0.974873809611675,0.222757840116165,1225,42875,1500625,52521875,"2008",35,2008-08-31,179,66,102,0,0,172,7,6,28.6666666666667,1.16666666666667,555473623824.571,3.22247524135424e-05,1.34615384615385,0.974873809611675,0.222757840116165,1225,42875,1500625,52521875,0.000213346631143807,0.000618955033646628
"36","Eastern Asia","2008",36,2008-09-07,100,30,60,0,0,93,7,10,9.3,0.7,555473623824.571,1.80026549796326e-05,1.38461538461538,0.98271833504713,0.185107195868221,1296,46656,1679616,60466176,"2008",36,2008-09-07,100,30,60,0,0,93,7,10,9.3,0.7,555473623824.571,1.80026549796326e-05,1.38461538461538,0.98271833504713,0.185107195868221,1296,46656,1679616,60466176,0.000214885604410742,0.000620450226322009
