"","fluregion","year","week","date","cases","h1","h3","h5","h1n1","a_total","b_total","processed_samples","inf_a_prop","inf_b_prop","pop","cases_by_100k","theta","sin_f1","cos_f1","week_2","week_3","week_4","week_5","year1","week1","date1","cases1","h11","h31","h51","h1n11","a_total1","b_total1","processed_samples1","inf_a_prop1","inf_b_prop1","pop1","cases_by_100k1","theta1","sin_f11","cos_f11","week_21","week_31","week_41","week_51","y0","y0_ul"
"253","Eastern Asia","2012",44,2012-11-04,111,0,83,0,2,92,19,3918,0.0234813680449209,0.00484941296579888,555473623824.571,1.99829470273922e-05,1.69230769230769,0.992626573121898,-0.121212566725884,1936,85184,3748096,164916224,"2012",44,2012-11-04,111,0,83,0,2,92,19,3918,0.0234813680449209,0.00484941296579888,555473623824.571,1.99829470273922e-05,1.69230769230769,0.992626573121898,-0.121212566725884,1936,85184,3748096,164916224,0.000192729179674389,0.000599032206773347
"254","Eastern Asia","2012",45,2012-11-11,117,0,88,0,5,106,11,3891,0.027242354150604,0.00282703675147777,555473623824.571,2.10631063261702e-05,1.73076923076923,0.987231599903433,-0.159291456619956,2025,91125,4100625,184528125,"2012",45,2012-11-11,117,0,88,0,5,106,11,3891,0.027242354150604,0.00282703675147777,555473623824.571,2.10631063261702e-05,1.73076923076923,0.987231599903433,-0.159291456619956,2025,91125,4100625,184528125,0.000199174418410886,0.000605528254894612
"255","Eastern Asia","2012",46,2012-11-18,179,0,136,0,3,143,36,4774,0.0299539170506912,0.00754084625052367,555473623824.571,3.22247524135424e-05,1.76923076923077,0.980376404930891,-0.197134737311265,2116,97336,4477456,205962976,"2012",46,2012-11-18,179,0,136,0,3,143,36,4774,0.0299539170506912,0.00754084625052367,555473623824.571,3.22247524135424e-05,1.76923076923077,0.980376404930891,-0.197134737311265,2116,97336,4477456,205962976,0.000210961118368047,0.000617639858588865
"256","Eastern Asia","2012",47,2012-11-25,241,0,183,0,12,205,36,4054,0.0505673408978786,0.00888011840157869,555473623824.571,4.33863985009146e-05,1.80769230769231,0.972071127775197,-0.23468643451605,2209,103823,4879681,229345007,"2012",47,2012-11-25,241,0,183,0,12,205,36,4054,0.0505673408978786,0.00888011840157869,555473623824.571,4.33863985009146e-05,1.80769230769231,0.972071127775197,-0.23468643451605,2209,103823,4879681,229345007,0.000228755021114191,0.000636076338771221
"257","Eastern Asia","2012",48,2012-12-02,297,0,260,0,2,272,25,4300,0.0632558139534884,0.00581395348837209,555473623824.571,5.34678852895089e-05,1.84615384615385,0.962328052834843,-0.271891005233899,2304,110592,5308416,254803968,"2012",48,2012-12-02,297,0,260,0,2,272,25,4300,0.0632558139534884,0.00581395348837209,555473623824.571,5.34678852895089e-05,1.84615384615385,0.962328052834843,-0.271891005233899,2304,110592,5308416,254803968,0.000252895445874701,0.000660986138181208
"258","Eastern Asia","2012",49,2012-12-09,470,0,394,0,12,425,45,4965,0.0855991943605237,0.00906344410876133,555473623824.571,8.46124784042733e-05,1.88461538461538,0.951161591165938,-0.30869341990182,2401,117649,5764801,282475249,"2012",49,2012-12-09,470,0,394,0,12,425,45,4965,0.0855991943605237,0.00906344410876133,555473623824.571,8.46124784042733e-05,1.88461538461538,0.951161591165938,-0.30869341990182,2401,117649,5764801,282475249,0.000283280429546062,0.000691858627804368
"259","Eastern Asia","2012",50,2012-12-16,624,0,506,0,43,575,49,4376,0.131398537477148,0.0111974405850091,555473623824.571,0.000112336567072908,1.92307692307692,0.938588259166708,-0.34503924378889,2500,125000,6250000,312500000,"2012",50,2012-12-16,624,0,506,0,43,575,49,4376,0.131398537477148,0.0111974405850091,555473623824.571,0.000112336567072908,1.92307692307692,0.938588259166708,-0.34503924378889,2500,125000,6250000,312500000,0.000319238002984168,0.000727849085350513
"260","Eastern Asia","2012",51,2012-12-23,860,0,697,0,78,792,68,5477,0.144604710607997,0.0124155559612927,555473623824.571,0.000154822832824841,1.96153846153846,0.924626654147964,-0.380874717511074,2601,132651,6765201,345025251,"2012",51,2012-12-23,860,0,697,0,78,792,68,5477,0.144604710607997,0.0124155559612927,555473623824.571,0.000154822832824841,1.96153846153846,0.924626654147964,-0.380874717511074,2601,132651,6765201,345025251,0.000359383100208888,0.000769079745660674
"261","Eastern Asia","2012",52,2012-12-30,749,0,629,0,56,710,39,4978,0.142627561269586,0.00783447167537163,555473623824.571,0.000134839885797448,2,0.909297426825682,-0.416146836547142,2704,140608,7311616,380204032,"2012",52,2012-12-30,749,0,629,0,56,710,39,4978,0.142627561269586,0.00783447167537163,555473623824.571,0.000134839885797448,2,0.909297426825682,-0.416146836547142,2704,140608,7311616,380204032,0.000401459618581512,0.000819755652808527
"262","Eastern Asia","2013",1,2013-01-06,536,0,431,0,39,510,26,229,2.22707423580786,0.11353711790393,555473623824.571,9.64942306908309e-05,0.0384615384615385,0.0384520565350657,0.999260446204204,1,1,1,1,"2013",1,2013-01-06,536,0,431,0,39,510,26,229,2.22707423580786,0.11353711790393,555473623824.571,9.64942306908309e-05,0.0384615384615385,0.0384520565350657,0.999260446204204,1,1,1,1,0.00036197832376228,0.000784616957453986
"263","Eastern Asia","2013",2,2013-01-13,1462,0,1188,0,197,1406,56,5811,0.241954913095853,0.00963689554293581,555473623824.571,0.000263198815802229,0.0769230769230769,0.0768472383413981,0.997042878696448,4,8,16,32,"2013",2,2013-01-13,1462,0,1188,0,197,1406,56,5811,0.241954913095853,0.00963689554293581,555473623824.571,0.000263198815802229,0.0769230769230769,0.0768472383413981,0.997042878696448,4,8,16,32,0.000384352936171339,0.000794715003665719
"264","Eastern Asia","2013",3,2013-01-20,1517,0,1253,0,138,1439,78,5377,0.267621350195276,0.0145062302399107,555473623824.571,0.000273100276041027,0.115384615384615,0.115128754814107,0.993350577497669,9,27,81,243,"2013",3,2013-01-20,1517,0,1253,0,138,1439,78,5377,0.267621350195276,0.0145062302399107,555473623824.571,0.000273100276041027,0.115384615384615,0.115128754814107,0.993350577497669,9,27,81,243,0.000399946926903816,0.000808521139948834
"265","Eastern Asia","2013",4,2013-01-27,2254,0,1271,0,825,2151,103,6495,0.331177829099307,0.0158583525789069,555473623824.571,0.000405779843240919,0.153846153846154,0.153239983471559,0.988189003918601,16,64,256,1024,"2013",4,2013-01-27,2254,0,1271,0,825,2151,103,6495,0.331177829099307,0.0158583525789069,555473623824.571,0.000405779843240919,0.153846153846154,0.153239983471559,0.988189003918601,16,64,256,1024,0.000407683921716639,0.000816366678253243
"266","Eastern Asia","2013",5,2013-02-03,1706,0,930,0,642,1597,109,5353,0.298337380907902,0.0203624135998506,555473623824.571,0.000307125293952533,0.192307692307692,0.191124553706123,0.981565792481908,25,125,625,3125,"2013",5,2013-02-03,1706,0,930,0,642,1597,109,5353,0.298337380907902,0.0203624135998506,555473623824.571,0.000307125293952533,0.192307692307692,0.191124553706123,0.981565792481908,25,125,625,3125,0.000407209626045457,0.00081556563676295
"267","Eastern Asia","2013",6,2013-02-10,1165,0,673,0,378,1070,95,3254,0.328826060233559,0.0291948371235403,555473623824.571,0.00020973093051272,0.230769230769231,0.228726430162361,0.973490739629907,36,216,1296,7776,"2013",6,2013-02-10,1165,0,673,0,378,1070,95,3254,0.328826060233559,0.0291948371235403,555473623824.571,0.00020973093051272,0.230769230769231,0.228726430162361,0.973490739629907,36,216,1296,7776,0.000398745987206794,0.000806334509593342
"268","Eastern Asia","2013",7,2013-02-17,935,0,474,0,378,856,79,3303,0.25915834090221,0.0239176506206479,555473623824.571,0.000168324824059565,0.269230769230769,0.265989995619348,0.963975789234574,49,343,2401,16807,"2013",7,2013-02-17,935,0,474,0,378,856,79,3303,0.25915834090221,0.0239176506206479,555473623824.571,0.000168324824059565,0.269230769230769,0.265989995619348,0.963975789234574,49,343,2401,16807,0.000382959815634187,0.000789803380888061
"269","Eastern Asia","2013",8,2013-02-24,1152,0,576,0,477,1071,81,4488,0.238636363636364,0.018048128342246,555473623824.571,0.000207390585365368,0.307692307692308,0.302860133254526,0.953035014931273,64,512,4096,32768,"2013",8,2013-02-24,1152,0,576,0,477,1071,81,4488,0.238636363636364,0.018048128342246,555473623824.571,0.000207390585365368,0.307692307692308,0.302860133254526,0.953035014931273,64,512,4096,32768,0.000360845365782403,0.000767250016685054
"270","Eastern Asia","2013",9,2013-03-03,1353,0,579,0,637,1227,126,6404,0.19159900062461,0.0196752029981262,555473623824.571,0.000243575921874429,0.346153846153846,0.339282308167417,0.940684599302333,81,729,6561,59049,"2013",9,2013-03-03,1353,0,579,0,637,1227,126,6404,0.19159900062461,0.0196752029981262,555473623824.571,0.000243575921874429,0.346153846153846,0.339282308167417,0.940684599302333,81,729,6561,59049,0.000333620356729014,0.000739906390357072
"271","Eastern Asia","2013",10,2013-03-10,1252,0,449,0,685,1139,113,6196,0.183828276307295,0.0182375726275016,555473623824.571,0.000225393240345,0.384615384615385,0.375202648042604,0.92694280994127,100,1000,10000,1e+05,"2013",10,2013-03-10,1252,0,449,0,685,1139,113,6196,0.183828276307295,0.0182375726275016,555473623824.571,0.000225393240345,0.384615384615385,0.375202648042604,0.92694280994127,100,1000,10000,1e+05,0.000302634892575426,0.00070897935688631
"272","Eastern Asia","2013",11,2013-03-17,1079,0,341,0,606,955,124,5681,0.168104207005809,0.0218271431086076,555473623824.571,0.000194248647230236,0.423076923076923,0.410568022832686,0.911829972433052,121,1331,14641,161051,"2013",11,2013-03-17,1079,0,341,0,606,955,124,5681,0.168104207005809,0.0218271431086076,555473623824.571,0.000194248647230236,0.423076923076923,0.410568022832686,0.911829972433052,121,1331,14641,161051,0.000269292723706016,0.000675705673454687
"273","Eastern Asia","2013",12,2013-03-24,1012,0,290,0,596,886,126,6270,0.141307814992026,0.0200956937799043,555473623824.571,0.000182186868393882,0.461538461538462,0.44532612334333,0.895368440290365,144,1728,20736,248832,"2013",12,2013-03-24,1012,0,290,0,596,886,126,6270,0.141307814992026,0.0200956937799043,555473623824.571,0.000182186868393882,0.461538461538462,0.44532612334333,0.895368440290365,144,1728,20736,248832,0.000234984271703098,0.000641369142888761
"274","Eastern Asia","2013",13,2013-03-31,761,0,187,0,471,658,103,5812,0.113214039917412,0.0177219545767378,555473623824.571,0.000137000204395004,0.5,0.479425538604203,0.877582561890373,169,2197,28561,371293,"2013",13,2013-03-31,761,0,187,0,471,658,103,5812,0.113214039917412,0.0177219545767378,555473623824.571,0.000137000204395004,0.5,0.479425538604203,0.877582561890373,169,2197,28561,371293,0.000201030823293813,0.000607268934729148
"275","Eastern Asia","2013",14,2013-04-07,745,0,193,0,480,673,72,6027,0.111664177866268,0.0119462419113987,555473623824.571,0.000134119779598263,0.538461538461538,0.512815831911323,0.858498644460839,196,2744,38416,537824,"2013",14,2013-04-07,745,0,193,0,480,673,72,6027,0.111664177866268,0.0119462419113987,555473623824.571,0.000134119779598263,0.538461538461538,0.512815831911323,0.858498644460839,196,2744,38416,537824,0.000168639282218663,0.000574655789633227
"276","Eastern Asia","2013",15,2013-04-14,819,0,149,0,577,726,93,7283,0.0996841960730468,0.0127694631333242,555473623824.571,0.000147441744283191,0.576923076923077,0.545447615428374,0.838144915168911,225,3375,50625,759375,"2013",15,2013-04-14,819,0,149,0,577,726,93,7283,0.0996841960730468,0.0127694631333242,555473623824.571,0.000147441744283191,0.576923076923077,0.545447615428374,0.838144915168911,225,3375,50625,759375,0.000138866852271491,0.000544659274776875
"277","Eastern Asia","2013",16,2013-04-21,780,0,147,0,513,662,118,7075,0.0935689045936396,0.016678445229682,555473623824.571,0.000140420708841134,0.615384615384615,0.577272623236629,0.816551479370102,256,4096,65536,1048576,"2013",16,2013-04-21,780,0,147,0,513,662,118,7075,0.0935689045936396,0.016678445229682,555473623824.571,0.000140420708841134,0.615384615384615,0.577272623236629,0.816551479370102,256,4096,65536,1048576,0.000112595010080874,0.000518225227927221
"278","Eastern Asia","2013",17,2013-04-28,654,0,118,0,427,552,102,6760,0.0816568047337278,0.0150887573964497,555473623824.571,0.000117737363566797,0.653846153846154,0.608243782725435,0.79375027607923,289,4913,83521,1419857,"2013",17,2013-04-28,654,0,118,0,427,552,102,6760,0.0816568047337278,0.0150887573964497,555473623824.571,0.000117737363566797,0.653846153846154,0.608243782725435,0.79375027607923,289,4913,83521,1419857,9.05121124441521e-05,0.000496074773312531
"279","Eastern Asia","2013",18,2013-05-05,491,0,77,0,343,425,66,5678,0.0748502994011976,0.0116238112011272,555473623824.571,8.83930359499962e-05,0.692307692307692,0.638315284217674,0.76977503072918,324,5832,104976,1889568,"2013",18,2013-05-05,491,0,77,0,343,425,66,5678,0.0748502994011976,0.0116238112011272,555473623824.571,8.83930359499962e-05,0.692307692307692,0.638315284217674,0.76977503072918,324,5832,104976,1889568,7.3103970301247e-05,0.000478688330335585
"280","Eastern Asia","2013",19,2013-05-12,429,1,52,0,302,356,73,6174,0.057661159701976,0.0118237771298996,555473623824.571,7.7231389862624e-05,0.730769230769231,0.667442648727196,0.744661205287361,361,6859,130321,2476099,"2013",19,2013-05-12,429,1,52,0,302,356,73,6174,0.057661159701976,0.0118237771298996,555473623824.571,7.7231389862624e-05,0.730769230769231,0.667442648727196,0.744661205287361,361,6859,130321,2476099,6.06517095880221e-05,0.000466311674826874
"281","Eastern Asia","2013",20,2013-05-19,336,0,46,0,196,244,92,5580,0.0437275985663082,0.0164874551971326,555473623824.571,6.04889207315656e-05,0.769230769230769,0.695582793748033,0.718445945803636,400,8000,160000,3200000,"2013",20,2013-05-19,336,0,46,0,196,244,92,5580,0.0437275985663082,0.0164874551971326,555473623824.571,6.04889207315656e-05,0.769230769230769,0.695582793748033,0.718445945803636,400,8000,160000,3200000,5.32362284819676e-05,0.000458977287350763
"282","Eastern Asia","2013",21,2013-05-26,332,0,35,0,230,267,65,6017,0.0443742728934685,0.0108027256107695,555473623824.571,5.97688145323803e-05,0.807692307692308,0.722694096978056,0.691168027467324,441,9261,194481,4084101,"2013",21,2013-05-26,332,0,35,0,230,267,65,6017,0.0443742728934685,0.0108027256107695,555473623824.571,5.97688145323803e-05,0.807692307692308,0.722694096978056,0.691168027467324,441,9261,194481,4084101,5.0748550769697e-05,0.000456533131790621
"283","Eastern Asia","2013",22,2013-06-02,215,0,27,0,142,169,46,5434,0.0311004784688995,0.00846521899153478,555473623824.571,3.87057082062101e-05,0.846153846153846,0.74873645788284,0.662867797254519,484,10648,234256,5153632,"2013",22,2013-06-02,215,0,27,0,142,169,46,5434,0.0311004784688995,0.00846521899153478,555473623824.571,3.87057082062101e-05,0.846153846153846,0.74873645788284,0.662867797254519,484,10648,234256,5153632,5.29053663549384e-05,0.000458672152736882
"284","Eastern Asia","2013",23,2013-06-09,216,0,43,0,128,178,38,5035,0.0353525322740814,0.00754716981132075,555473623824.571,3.88857347560065e-05,0.884615384615385,0.773671357008667,0.633587114250572,529,12167,279841,6436343,"2013",23,2013-06-09,216,0,43,0,128,178,38,5035,0.0353525322740814,0.00754716981132075,555473623824.571,3.88857347560065e-05,0.884615384615385,0.773671357008667,0.633587114250572,529,12167,279841,6436343,5.92690422518416e-05,0.000464958243464443
"285","Eastern Asia","2013",24,2013-06-16,199,0,40,0,125,165,34,5218,0.0316213108470678,0.00651590647757762,555473623824.571,3.58252834094689e-05,0.923076923076923,0.797461912956944,0.603369287736002,576,13824,331776,7962624,"2013",24,2013-06-16,199,0,40,0,125,165,34,5218,0.0316213108470678,0.00651590647757762,555473623824.571,3.58252834094689e-05,0.923076923076923,0.797461912956944,0.603369287736002,576,13824,331776,7962624,6.92713807866063e-05,0.000474847267618365
"286","Eastern Asia","2013",25,2013-06-23,199,0,47,0,120,171,28,5771,0.0296309131866228,0.00485184543406689,555473623824.571,3.58252834094689e-05,0.961538461538462,0.820072936935761,0.572259013127408,625,15625,390625,9765625,"2013",25,2013-06-23,199,0,47,0,120,171,28,5771,0.0296309131866228,0.00485184543406689,555473623824.571,3.58252834094689e-05,0.961538461538462,0.820072936935761,0.572259013127408,625,15625,390625,9765625,8.22403962086327e-05,0.000487704196097081
"287","Eastern Asia","2013",26,2013-06-30,216,0,51,0,124,182,34,5098,0.0357002746174971,0.00666928207140055,555473623824.571,3.88857347560065e-05,1,0.841470984807897,0.54030230586814,676,17576,456976,11881376,"2013",26,2013-06-30,216,0,51,0,124,182,34,5098,0.0357002746174971,0.00666928207140055,555473623824.571,3.88857347560065e-05,1,0.841470984807897,0.54030230586814,676,17576,456976,11881376,9.74293764302026e-05,0.000502819102193935
"288","Eastern Asia","2013",27,2013-07-07,225,0,81,0,111,197,28,5509,0.0357596660010891,0.00508259212198221,555473623824.571,4.05059737041734e-05,1.03846153846154,0.861624406558297,0.507546433366507,729,19683,531441,14348907,"2013",27,2013-07-07,225,0,81,0,111,197,28,5509,0.0357596660010891,0.00508259212198221,555473623824.571,4.05059737041734e-05,1.03846153846154,0.861624406558297,0.507546433366507,729,19683,531441,14348907,0.000114047493231517,0.000519425413079102
"289","Eastern Asia","2013",28,2013-07-14,203,0,95,0,90,185,18,5090,0.0363457760314342,0.00353634577603143,555473623824.571,3.65453896086542e-05,1.07692307692308,0.880503393107856,0.474039845082196,784,21952,614656,17210368,"2013",28,2013-07-14,203,0,95,0,90,185,18,5090,0.0363457760314342,0.00353634577603143,555473623824.571,3.65453896086542e-05,1.07692307692308,0.880503393107856,0.474039845082196,784,21952,614656,17210368,0.000131291221997731,0.000536723385744212
"290","Eastern Asia","2013",29,2013-07-21,214,0,108,0,82,192,22,5193,0.0369728480647025,0.00423647217408049,555473623824.571,3.85256816564138e-05,1.11538461538462,0.898080020404246,0.439832100864306,841,24389,707281,20511149,"2013",29,2013-07-21,214,0,108,0,82,192,22,5193,0.0369728480647025,0.00423647217408049,555473623824.571,3.85256816564138e-05,1.11538461538462,0.898080020404246,0.439832100864306,841,24389,707281,20511149,0.000148375830835157,0.000553910393700963
"291","Eastern Asia","2013",30,2013-07-28,260,0,157,0,77,234,26,5501,0.0425377204144701,0.00472641337938557,555473623824.571,4.68069029470448e-05,1.15384615384615,0.914328290724598,0.404973797647001,900,27000,810000,24300000,"2013",30,2013-07-28,260,0,157,0,77,234,26,5501,0.0425377204144701,0.00472641337938557,555473623824.571,4.68069029470448e-05,1.15384615384615,0.914328290724598,0.404973797647001,900,27000,810000,24300000,0.000164566198824989,0.000570217626705113
"292","Eastern Asia","2013",31,2013-08-04,296,0,191,0,83,280,16,4729,0.0592091351237048,0.00338337914992599,555473623824.571,5.32878587397126e-05,1.19230769230769,0.929224171128932,0.369516494611201,961,29791,923521,28629151,"2013",31,2013-08-04,296,0,191,0,83,280,16,4729,0.0592091351237048,0.00338337914992599,555473623824.571,5.32878587397126e-05,1.19230769230769,0.929224171128932,0.369516494611201,961,29791,923521,28629151,0.000179206224162121,0.000584950734687301
"293","Eastern Asia","2013",32,2013-08-11,305,0,204,0,68,278,27,5517,0.050389704549574,0.00489396411092985,555473623824.571,5.49080976878795e-05,1.23076923076923,0.942745629007457,0.333512636923003,1024,32768,1048576,33554432,"2013",32,2013-08-11,305,0,204,0,68,278,27,5517,0.050389704549574,0.00489396411092985,555473623824.571,5.49080976878795e-05,1.23076923076923,0.942745629007457,0.333512636923003,1024,32768,1048576,33554432,0.000191746085001832,0.000597530330293098
"294","Eastern Asia","2013",33,2013-08-18,377,0,262,0,72,337,40,5730,0.0588132635253054,0.00698080279232112,555473623824.571,6.7870009273215e-05,1.26923076923077,0.954872664669176,0.29701547816164,1089,35937,1185921,39135393,"2013",33,2013-08-18,377,0,262,0,72,337,40,5730,0.0588132635253054,0.00698080279232112,555473623824.571,6.7870009273215e-05,1.26923076923077,0.954872664669176,0.29701547816164,1089,35937,1185921,39135393,0.000201766619036814,0.000607527514330607
"295","Eastern Asia","2013",34,2013-08-25,278,0,192,0,56,249,29,5932,0.041975724881996,0.00488873904248146,555473623824.571,5.00473808433787e-05,1.30769230769231,0.965587340923579,0.260079001551707,1156,39304,1336336,45435424,"2013",34,2013-08-25,278,0,192,0,56,249,29,5932,0.041975724881996,0.00488873904248146,555473623824.571,5.00473808433787e-05,1.30769230769231,0.965587340923579,0.260079001551707,1156,39304,1336336,45435424,0.000209000092062039,0.000614689905287368
"296","Eastern Asia","2013",35,2013-09-01,315,0,228,0,54,283,32,5496,0.0514919941775837,0.00582241630276565,555473623824.571,5.67083631858428e-05,1.34615384615385,0.974873809611675,0.222757840116165,1225,42875,1500625,52521875,"2013",35,2013-09-01,315,0,228,0,54,283,32,5496,0.0514919941775837,0.00582241630276565,555473623824.571,5.67083631858428e-05,1.34615384615385,0.974873809611675,0.222757840116165,1225,42875,1500625,52521875,0.000213346631143807,0.000618955033646628
"297","Eastern Asia","2013",36,2013-09-08,391,0,276,0,55,336,55,5065,0.0663376110562685,0.0108588351431392,555473623824.571,7.03903809703636e-05,1.38461538461538,0.98271833504713,0.185107195868221,1296,46656,1679616,60466176,"2013",36,2013-09-08,391,0,276,0,55,336,55,5065,0.0663376110562685,0.0108588351431392,555473623824.571,7.03903809703636e-05,1.38461538461538,0.98271833504713,0.185107195868221,1296,46656,1679616,60466176,0.000214885604410742,0.000620450226322009
"298","Eastern Asia","2013",37,2013-09-15,569,0,429,0,60,489,80,5992,0.0816088117489987,0.0133511348464619,555473623824.571,0.00010243510683411,1.42307692307692,0.98910931433282,0.147182758161609,1369,50653,1874161,69343957,"2013",37,2013-09-15,569,0,429,0,60,489,80,5992,0.0816088117489987,0.0133511348464619,555473623824.571,0.00010243510683411,1.42307692307692,0.98910931433282,0.147182758161609,1369,50653,1874161,69343957,0.000213881236984292,0.000619480885488357
"299","Eastern Asia","2013",38,2013-09-22,540,0,399,0,51,450,90,5265,0.0854700854700855,0.0170940170940171,555473623824.571,9.72143368900162e-05,1.46153846153846,0.994037294522765,0.109040621320049,1444,54872,2085136,79235168,"2013",38,2013-09-22,540,0,399,0,51,450,90,5265,0.0854700854700855,0.0170940170940171,555473623824.571,9.72143368900162e-05,1.46153846153846,0.994037294522765,0.109040621320049,1444,54872,2085136,79235168,0.000210781761028289,0.000616511729804493
"300","Eastern Asia","2013",39,2013-09-29,485,0,342,0,37,382,103,6201,0.0616029672633446,0.016610224157394,555473623824.571,8.73128766512182e-05,1.5,0.997494986604054,0.0707372016677029,1521,59319,2313441,90224199,"2013",39,2013-09-29,485,0,342,0,37,382,103,6201,0.0616029672633446,0.016610224157394,555473623824.571,8.73128766512182e-05,1.5,0.997494986604054,0.0707372016677029,1521,59319,2313441,90224199,0.000206211407569323,0.000612147225518937
"301","Eastern Asia","2013",40,2013-10-06,379,0,282,0,21,306,73,5217,0.058654399079931,0.0139927161203757,555473623824.571,6.82300623728076e-05,1.53846153846154,0.999477276278082,0.0323291540833617,1600,64000,2560000,102400000,"2013",40,2013-10-06,379,0,282,0,21,306,73,5217,0.058654399079931,0.0139927161203757,555473623824.571,6.82300623728076e-05,1.53846153846154,0.999477276278082,0.0323291540833617,1600,64000,2560000,102400000,0.000200954558190886,0.000607117131125904
"302","Eastern Asia","2013",41,2013-10-13,435,0,293,0,50,344,91,8133,0.0422968154432559,0.0111889831550473,555473623824.571,7.83115491614019e-05,1.57692307692308,0.999981231525143,-0.00612671179821371,1681,68921,2825761,115856201,"2013",41,2013-10-13,435,0,293,0,50,344,91,8133,0.0422968154432559,0.0111889831550473,555473623824.571,7.83115491614019e-05,1.57692307692308,0.999981231525143,-0.00612671179821371,1681,68921,2825761,115856201,0.000195931386431716,0.000602270152170226
"303","Eastern Asia","2013",42,2013-10-20,367,0,222,0,46,271,96,8215,0.0329884357881923,0.0116859403530128,555473623824.571,6.60697437752517e-05,1.61538461538462,0.999006106941205,-0.0445735156138571,1764,74088,3111696,130691232,"2013",42,2013-10-20,367,0,222,0,46,271,96,8215,0.0329884357881923,0.0116859403530128,555473623824.571,6.60697437752517e-05,1.61538461538462,0.999006106941205,-0.0445735156138571,1764,74088,3111696,130691232,0.000192164331209332,0.000598573126552664
"304","Eastern Asia","2013",43,2013-10-27,362,0,185,0,53,244,118,7686,0.0317460317460317,0.0153525891230809,555473623824.571,6.51696110262701e-05,1.65384615384615,0.996553344840442,-0.0829543904041719,1849,79507,3418801,147008443,"2013",43,2013-10-27,362,0,185,0,53,244,118,7686,0.0317460317460317,0.0153525891230809,555473623824.571,6.51696110262701e-05,1.65384615384615,0.996553344840442,-0.0829543904041719,1849,79507,3418801,147008443,0.000190734758212574,0.000597105657432779
"305","Eastern Asia","2013",44,2013-11-03,465,0,221,0,99,328,137,8687,0.037757568780937,0.0157706918383792,555473623824.571,8.37123456552917e-05,1.69230769230769,0.992626573121898,-0.121212566725884,1936,85184,3748096,164916224,"2013",44,2013-11-03,465,0,221,0,99,328,137,8687,0.037757568780937,0.0157706918383792,555473623824.571,8.37123456552917e-05,1.69230769230769,0.992626573121898,-0.121212566725884,1936,85184,3748096,164916224,0.000192729179674389,0.000599032206773347
"306","Eastern Asia","2013",45,2013-11-10,475,0,233,0,93,331,144,7755,0.042682140554481,0.018568665377176,555473623824.571,8.5512611153255e-05,1.73076923076923,0.987231599903433,-0.159291456619956,2025,91125,4100625,184528125,"2013",45,2013-11-10,475,0,233,0,93,331,144,7755,0.042682140554481,0.018568665377176,555473623824.571,8.5512611153255e-05,1.73076923076923,0.987231599903433,-0.159291456619956,2025,91125,4100625,184528125,0.000199174418410886,0.000605528254894612
"307","Eastern Asia","2013",46,2013-11-17,683,0,269,0,170,441,242,9173,0.0480758748501036,0.0263817725934809,555473623824.571,0.000122958133510891,1.76923076923077,0.980376404930891,-0.197134737311265,2116,97336,4477456,205962976,"2013",46,2013-11-17,683,0,269,0,170,441,242,9173,0.0480758748501036,0.0263817725934809,555473623824.571,0.000122958133510891,1.76923076923077,0.980376404930891,-0.197134737311265,2116,97336,4477456,205962976,0.000210961118368047,0.000617639858588865
"308","Eastern Asia","2013",47,2013-11-24,785,0,344,0,148,502,283,8584,0.0584808946877912,0.0329683131407269,555473623824.571,0.000141320841590116,1.80769230769231,0.972071127775197,-0.23468643451605,2209,103823,4879681,229345007,"2013",47,2013-11-24,785,0,344,0,148,502,283,8584,0.0584808946877912,0.0329683131407269,555473623824.571,0.000141320841590116,1.80769230769231,0.972071127775197,-0.23468643451605,2209,103823,4879681,229345007,0.000228755021114191,0.000636076338771221
"309","Eastern Asia","2013",48,2013-12-01,1317,0,585,0,283,872,445,10390,0.0839268527430221,0.0428296438883542,555473623824.571,0.000237094966081762,1.84615384615385,0.962328052834843,-0.271891005233899,2304,110592,5308416,254803968,"2013",48,2013-12-01,1317,0,585,0,283,872,445,10390,0.0839268527430221,0.0428296438883542,555473623824.571,0.000237094966081762,1.84615384615385,0.962328052834843,-0.271891005233899,2304,110592,5308416,254803968,0.000252895445874701,0.000660986138181208
"310","Eastern Asia","2013",49,2013-12-08,1724,0,769,0,376,1147,577,10522,0.10900969397453,0.054837483368181,555473623824.571,0.000310365771848866,1.88461538461538,0.951161591165938,-0.30869341990182,2401,117649,5764801,282475249,"2013",49,2013-12-08,1724,0,769,0,376,1147,577,10522,0.10900969397453,0.054837483368181,555473623824.571,0.000310365771848866,1.88461538461538,0.951161591165938,-0.30869341990182,2401,117649,5764801,282475249,0.000283280429546062,0.000691858627804368
"311","Eastern Asia","2013",50,2013-12-15,2144,0,900,0,534,1441,703,10475,0.137565632458234,0.0671121718377088,555473623824.571,0.000385976922763323,1.92307692307692,0.938588259166708,-0.34503924378889,2500,125000,6250000,312500000,"2013",50,2013-12-15,2144,0,900,0,534,1441,703,10475,0.137565632458234,0.0671121718377088,555473623824.571,0.000385976922763323,1.92307692307692,0.938588259166708,-0.34503924378889,2500,125000,6250000,312500000,0.000319238002984168,0.000727849085350513
